"id","Metacritic_Score","Rank","Album_Name","Singer","Release_Date","Desciption","Release_Year","RYM_Rating","Genres","Language","Tracks","Colorscheme","RYM_Rank","Num_of_RYM_Ratings","avg_pop","max_pop","min_pop","med_pop","n"
1833,76,286,"Local Valley","Jose Gonzalez","2021-09-17","The Swedish singer-songwriter sings in English, Spanish and Swedish on his fourth full-length studio release.",2021,3.17,"Indie Folk, Singer-Songwriter
Contemporary Folk","English, Spanish, Swedish","['El invento', 'Visions', 'Void', 'Horizons', 'Head On', 'Valle Local', 'Lasso ln', 'Lilla G', 'Swing', 'Tjomme', 'Line of Fire', 'En stund på jorden', 'Honey Honey']","['#8f8e8c', '#9eb0a2', '#515bb2', '#c5bc9f']","#1,011 for 2021",382,36.4615384615385,49,29,38,13
1834,75,287,"Before I Die","Park Hye Jin","2021-09-10","The debut full-length release for the Los Angeles-based South Korean electronic artist was self-produced.",2021,2.57,"Hip House, Cloud Rap
Lo-Fi Hip Hop, Trap, Outsider House, Alternative R&B","Korean, English","[""Let's Sing Let's Dance"", 'I Need You', 'Before I Die', 'Good Morning Good Night', 'Me Trust Me', 'Where Did I Go', 'Never Give Up', 'Can I Get Your Number', 'Whatchu Doin Later', 'Sex With Me (DEFG)', 'Where Are You Think', 'Never Die', 'Hey, Hey, Hey', 'Sunday ASAP', 'i jus wanna be happy']","['#304a61', '#888888', '#7e807d', '#c3bab1']","",649,25.4705882352941,41,19,23,17
1835,75,288,"My Morning Jacket","My Morning Jacket","2021-10-22","This is the first new studio release in six years for the rock band led by Jim James (who also produced the album).",2021,3.11,"Indie Rock, Neo-Psychedelia
Southern Rock, Psychedelic Rock, Alt-Country, Jam Band","English","['Regularly Scheduled Programming', 'Love Love Love', 'In Color', 'Least Expected', 'Never in the Real World', ""The Devil's in the Details"", 'Lucky to Be Alive', 'Complex', 'Out of Range, Pt. 2', 'Penny for Your Thoughts', 'I Never Could Get Enough']","['#a8a996', '#ad975b', '#bd473b', '#8da35b']","#1,115 for 2021",441,28.4545454545455,41,23,29,11
1836,75,289,"The Pet Parade","Fruit Bats","2021-03-05","The ninth full-length release for Eric D. Johnson's indie folk project was produced and engineered with Josh Kaufman.",2021,3.23,"Indie Pop, Folk Pop
Indie Folk, Americana, Contemporary Folk","English","['The Pet Parade', 'Cub Pilot', 'Discovering', 'The Balcony', 'Here for Now, for You', 'On the Avalon Stairs', 'Eagles Below Us', 'Holy Rose', 'All in One Go', 'Gullwing Doors', 'Complete']","['#949087', '#ad9569', '#c8b998', '#7f693a']","#1,511 for 2021",176,23.9090909090909,46,15,23,11
1837,75,290,"Vertigo Days","The Notwist","2021-01-29","The first new full-length studio release in seven years for the German band features guest appearances Angel Bat Dawid, Ben LaMar Gay, Juana Molina, and Zayaendo.",2021,3.31,"Indietronica, Neo-Psychedelia
Folktronica, Krautrock, Indie Rock","English","['Al norte', 'Into Love / Stars', 'Exit Strategy to Myself', 'Where You Find Me', 'Ship', 'Loose Ends', 'Into the Ice Age', 'Oh Sweet Fire', 'Ghost', 'Sans Soleil', 'Night‘s Too Dark', '*stars*', 'Al sur', 'Into Love Again']","['#c3c9c7', '#79868e', '#8995ab', '#97a3b3', '#c9cacc', '#82572c', '#a3bbdd', '#9c791d', '#b5c0cc', '#aaa9a4']","#639 for 2021",993,22.5714285714286,27,18,22,14
1838,75,291,"The Million Things That Never Happened","Billy Bragg","2021-10-29","The latest full-length studio release for the British singer-songwriter was produced by Dave Izumi and Romeo Stodart.",2021,3.05,"Singer-Songwriter, Alt-Country, Americana
Adult Contemporary","English","['Should Have Seen It Coming', 'Mid-Century Modern', 'Lonesome Ocean', 'Good Days and Bad Days', ""Freedom Doesn't Come for Free"", 'Reflections on the Mirth of Creativity', 'The Million Things That Never Happened', ""The Buck Doesn't Stop Here No More"", 'I Believe in You', 'Pass It On', 'I Will Be Your Shield', ""Ten Mysterious Photos That Can't Be Explained""]","['#b1b3b0', '#9c9c9c', '#878787', '#afafad', '#a7a3a2']","",96,19.0833333333333,27,14,17.5,12
1839,75,292,"Oh No","Xiu Xiu","2021-03-26","The duets album from the experimental band led by Jaime Stewart includes Alice Bag, Valerie Diaz, Drab Majesty, Haley Fohr, Liz Harris, Liars, Owen Pallett, Fabrizio Modonese Palumbo, Susanne Sachsse, Greg Saunier, Angela Seo, Shearwater, Twin Shadow, Sharon Van Etten, and Chelsea Wolfe.",2021,3.3,"Experimental Rock, Art Pop
Post-Industrial, Dream Pop, Darkwave, Post-Punk, Avant-Folk, Noise Pop, Neofolk","English","['Sad Mezcalita', 'I Cannot Resist', 'The Grifters', 'Goodbye for Good', 'OH NO', 'Rumpus Room', 'Fuzz Gong Fight', 'I Dream of Someone Else Entirely', 'One Hundred Years', 'A Classic Screw', 'It Bothers Me All the Time', 'Saint Dymphna', 'Knock Out', 'A Bottle of Rum', 'ANTS']","['#bdb29b', '#cc252f', '#df9c81', '#d25f5c']","#605 for 2021",4328,12.8,32,0,11,15
1840,75,293,"I Won't Care How You Remember Me","Tigers Jaw","2021-03-05","The sixth full-length release for the Pennsylvania indie rock band was produced by Will Yip.",2021,3.19,"Emo-Pop, Indie Rock
Power Pop","English","[""I Won't Care How You Remember Me"", ""Cat's Cradle"", 'Hesitation', 'New Detroit', ""Can't Wait Forever"", 'Lemon Mouth', 'Body Language', 'Commit', 'Never Wanted To', 'Heaven Apart', 'Anniversary']","['#726248', '#7d8c87', '#c1a081', '#626344', '#7a877c']","#931 for 2021",560,30.9090909090909,38,26,29,11
1841,75,294,"Actually, You Can","Deerhoof","2021-10-22","The 18th full-length studio release for the San Francisco-based experimental rock band is self-described as ""baroque gone DIY.""",2021,3.39,"Noise Pop, Indie Rock, Math Rock, Math Pop
Experimental Rock, Noise Rock, Art Rock","English","['Be Unbarred, O Ye Gates of Hell', 'Department of Corrections', 'We Grew, and We Are Astonished', 'Scarcity Is Manufactured', 'Ancient Mysteries, Described', 'Plant Thief', 'Our Philosophy Is Fiction', 'Epic Love Poem', 'Divine Comedy']","['#9cb07d', '#70665d', '#4c6d50', '#898556', '#d0c7aa', '#9c917f', '#9aa76f', '#c9c28c', '#b9bdc0']","#416 for 2021",1159,19.3333333333333,26,14,19,9
1842,75,295,"OK Human","Weezer","2021-01-29","The 14th full-length studio release for the alternative rock band led by Rivers Cuomo was produced by Jake Sinclair.",2021,3.34,"Chamber Pop, Pop Rock
Baroque Pop, Piano Rock","English","['All My Favorite Songs', 'Aloo Gobi', 'Grapes of Wrath', 'Numbers', 'Playing My Piano', 'Mirror Image', 'Screens', 'Bird With a Broken Wing', 'Dead Roses', 'Everything Happens for a Reason', 'Here Comes the Rain', 'La Brea Tar Pits']","['#a79265', '#82816d', '#bab28b', '#d0c285', '#c3beab']","#420 for 2021",9249,35.3333333333333,51,1,36,12
1843,75,296,"Mirror II","The Goon Sax","2021-07-09","The third full-length release for the Australian trio was recorded in Bristol by producer John Parish.",2021,3.06,"Indie Pop, Indie Rock
Jangle Pop, C86, Baggy","","['In the Stone', 'Psychic', 'Tag', 'Temples', 'The Chance', 'Bathwater', 'Desire', 'Carpetry', 'Til Dawn', 'Caterpillars']","['#7f7e7a', '#57433a', '#7b7a7a', '#745840']","#1,275 for 2021",261,11.7,36,4,8.5,10
1844,75,297,"In Ferneaux","Blanck Mass","2021-02-26","The latest release for Benjamin John Power's solo electronic project features two 20-minutes long tracks.",2021,3.1,"Progressive Electronic, Epic Collage
Field Recordings, Drone, Noise, Ambient, Dark Ambient, Post-Industrial","","['Phase I', 'Phase II']","['#b6a2a3', '#9b8b8b', '#63455f', '#ce5f70']","#1,123 for 2021",1241,7.5,10,5,7.5,2
1845,75,298,"There Is No End","Tony Allen","2021-04-30","The posthumous release from the drummer features beats recorded before he passed away in 2020 and completed by producer Vincent Taeger and co-producer Vincent Taurelle with vocals from Nate Bone, Danny Brown, Nah Eeto, Jeremiah Jae, Koreatown Oddity, Lava La Rue, Lord Jah-Monte Ogbon, Marlowe, Ben Okri, Sampa The Great, Skepta, Tsunami, and Zelooperz.",2021,3.25,"Hip Hop
Afrobeat, Conscious Hip Hop, Abstract Hip Hop, Experimental Hip Hop","English","[""Tony's Praeludium"", 'Stumbling Down', 'Crushed Grapes', 'Très magnifique', 'Mau Mau', 'Coonta Kinte', 'Rich Black', 'One inna Million', 'Gang on Holiday (Em I Go We?)', 'Deer in Headlights', 'Hurt Your Soul', 'My Own', 'Cosmosis', ""There's No End""]","['#bebdb9', '#a38168', '#bf684d', '#818286', '#aaa295']","#894 for 2021",277,16,29,0,14.5,14
1846,75,299,"Lost Themes III: Alive After Death","John Carpenter","2021-02-05","Director/composer John Carpenter returns with son Cody Carpenter and godson Daniel Davies on his first non-soundtrack release in five years.",2021,3.4,"Horror Synth, Progressive Electronic
Synthwave","","['Alive After Death', 'Weeping Ghost', 'Dripping Blood', 'Dead Eyes', ""Vampire's Touch"", 'Cemetery', 'Skeleton', 'Turning the Bones', 'The Dead Walk', 'Carpathian Darkness']","['#7a7a7a', '#7b0a0e', '#c1918d', '#b4b4b4']","#454 for 2021",492,20.4,30,16,19,10
1847,75,300,"The Mutt's Nuts","Chuband the Gang","2021-08-27","The second full-length release for the London-based punk band led by Charlie Manning Walker was produced by Fucked Up's Jonah Falco.",2021,4,"Garage Punk, Punk Rock
Hardcore Punk, Pub Rock","","[""The Mutt's Nuts"", ""It's Me Who'll Pay"", 'Coming Up Tough', 'On the Meter', 'Beat That Drum', 'Pressure', 'Take Me Home to London', 'Life on the Bayou', 'White Rags', 'Overachiever', ""Someone's Gunna Die"", 'Getting Beat Again (Eppu Normaali)', ""Life's Lemons"", ""Lightning Don't Strike Twice"", 'I Hate the Radio']","[]","#1,244 for 2021",1,10.7333333333333,22,7,10,15
1848,75,301,"Delta Kream","The Black Keys","2021-05-14","Dan Auerbach and Patrick Carney recorded covers of Mississippi hill country blues songs in Nashville over two sessions with Kenny Brown and Eric Deaton.",2021,3.06,"Blues Rock
Hill Country Blues, Electric Blues, Delta Blues","English","['Crawling Kingsnake', 'Louise', 'Poor Boy a Long Way From Home', 'Stay All Night', 'Going Down South', 'Coal Black Mattie', 'Do the Romp', 'Sad Days, Lonely Nights', 'Walk With Me', 'Mellow Peaches', 'Come On and Go With Me', 'Crawling Kingsnake (Edit)']","['#b8b3af', '#736059', '#a6aeaf', '#9c735f']","#1,165 for 2021",1198,41.4166666666667,49,35,40,12
1849,75,302,"Woman on the Internet","Orla Gartland","2021-08-20","The debut full-length release for the Irish singer-songwriter was produced by Pete Robertson.",2021,3.41,"Indie Pop
Singer-Songwriter, Indie Rock","English","[""Things That I've Learned"", ""You're Not Special, Babe"", 'More Like You', 'Over Your Head', 'Zombie!', 'Madison', 'Do You Mind?', 'Codependency', 'Pretending', 'Left Behind', 'Bloodline / Difficult Things']","['#87793c', '#aaaa9e', '#cac8a2', '#a2a497']","#440 for 2021",397,41.6363636363636,52,34,40,11
1850,75,303,"Back Of My Mind","H.E.R.","2021-06-18","The debut full-length studio release for the California R&B artist features guest appearances from Chris Brown, Cordae, Lil Baby, DJ Khaled, Thundercat, Bryson Tiller, Ty Dolla $ign, Y.G., and Yung Bleu.",2021,2.64,"Contemporary R&B, Neo-Soul
Alternative R&B, Trap","English","['We Made It', 'Back of My Mind', 'Trauma', 'Damage', 'Find a Way', 'Bloody Waters', 'Closer to Me', 'Come Through', 'My Own', 'Lucky', 'Cheat Code', 'Mean It', 'Paradise', 'Process', 'Hold On', ""Don't"", 'Exausted', 'Hard to Love', 'For Anyone', 'I Can Have It All', 'Slide']","['#7a7a7a', '#cccccc']","#1,977 for 2021",455,46.5,67,38,44,20
1851,75,304,"All the Colours of You","James","2021-06-04","the 16th full-length studio release for the British indie band was produced by Jacknife Lee.",2021,3.07,"Pop Rock, Art Rock
Synthpop, Art Pop, Post-Britpop, Indietronica","English","['ZERO', 'All the Colours of You', 'Recover', 'Beautiful Beaches', 'Wherever It Takes Us', 'Hush', 'Miss America', 'Getting Myself Into', 'Magic Bus', 'Isabella', 'XYST']","['#878787', '#7a7a7a', '#f61d25', '#394a78']","",139,28,41,21,29,11
1852,75,305,"Culture III","Migos","2021-06-11","The fourth full-length studio release for the hip hop trio features guest appearances from Justin Bieber, Cardi B, Drake, Future, Juice WRLD, Polo G, Pop Smoke and YoungBoy Never Broke Again.",2021,2.16,"Trap, Southern Hip Hop
Pop Rap","English","['Avalanche', 'Having Our Way', 'Straightenin', 'Type Shit', 'Malibu', 'Birthday', 'Modern Day', 'Vaccine', 'Picasso', 'Roadrunner', 'What You See', 'Jane', 'Antisocial', 'Why Not', 'Mahomes', 'Handle My Business', 'Time for Me', 'Light It Up', 'Need It']","['#b8bbbc', '#936f61', '#c5b8b0', '#a3a29f', '#88817a', '#bb9e90', '#8b8376', '#c8cac9']","",2064,55.5789473684211,66,48,54,19
1853,75,306,"Barn","Neil Young & Crazy Horse","2021-12-10","The latest full-length release for Neil Young & Crazy Horse was recorded in a replica of the barn (the original had collapsed) they recorded 2019's Colorado.",2021,3.19,"Folk Rock, Roots Rock
Country Rock","English","['Song of the Seasons', 'Heading West', ""Change Ain't Never Gonna"", 'Canerican', 'Shape of You', 'They Might Be Lost', 'Human Race', ""Tumblin' Thru the Years"", 'Welcome Back', ""Don't Forget Love""]","['#acbadd', '#a0a8b5', '#c6a59c', '#9f8880']","#945 for 2021",786,7.91666666666667,15,4,7,12
1854,75,307,"One Hand on the Steering Wheel the Other Sewing a Garden","Ada Lea","2021-09-24","Montreal is the theme of the second full-length release for the Canadian singer-songwriter.",2021,3.37,"Singer-Songwriter, Indie Folk
Indie Folk, Neo-Psychedelia","English","['Damn', ""Can't Stop Me From Dying"", 'Oranges', 'Partner', 'Saltspring', 'And My Newness Spoke to Your Newness and It Was a Thing of Endless', 'My Love 4 U Is Real', 'Backyard', 'Writer in NY', 'Violence', 'Hurt']","['#c0ada7', '#73653e', '#ae8c71', '#9d553d', '#86754a', '#e0cab5']","#668 for 2021",272,24.4545454545455,45,15,21,11
1855,75,308,"Medicine at Midnight","Foo Fighters","2021-02-05","The 10th full-length studio release for the alternative rock band led by Dave Grohl was produced with Greg Kurstin.",2021,2.57,"Alternative Rock
Hard Rock, Pop Rock","English","['Making a Fire', 'Shame Shame', 'Cloudspotter', 'Waiting on a War', 'Medicine at Midnight', 'No Son of Mine', 'Holding Poison', 'Chasing Birds', 'Love Dies Young']","['#7a7b7f', '#73eff7', '#fbcdab', '#7a7a7a', '#9f8785', '#d01816', '#f6373c', '#f61c1b', '#cfa082', '#4da1c3']","",2330,50.4444444444444,58,44,51,9
1856,74,309,"The Future Bites","Steven Wilson","2021-01-29","The sixth full-length studio release for the British artist was co-produced with with David Kosten.",2021,2.91,"Art Pop
Progressive Pop, Synthpop, Art Rock","English","['Unself', 'Self', 'King Ghost', '12 Things I Forgot', 'Eminent Sleaze', 'Man of the People', 'Personal Shopper', 'Follower', 'Count of Unease']","['#9d9d9d', '#7b7b7b', '#cccccc', '#979797']","#1,404 for 2021",2114,11.95,17,6,13,20
1857,74,310,"Into the Blue","The Joy Formidable","2021-08-20","The fifth full-length studio release for the Welsh alternative rock trio was recorded in Utah.",2021,3.35,"Indie Rock
Shoegaze, Noise Pop","English","['Into the Blue', 'Chimes', 'Sevier', 'Interval', 'Farrago', 'Gotta Feed My Dog', 'Somewhere New', 'Bring It to the Front', 'Back to Nothing', 'Only Once', 'Left Too Soon']","['#cccccc', '#7a7a7a', '#a9a9a9', '#787878', '#989898', '#949494', '#afafaf', '#bcbcbc']","#1,030 for 2021",218,16.3076923076923,27,11,15,13
1858,74,311,"McCartney III Imagined","Paul McCartney","2021-04-16","The 2020 solo release from the Beatles artist is remixed and covered by 3D RDN, Damon Albarn, Anderson .Paak, Beck, Blood Orange, Phoebe Bridgers, EOB, Dominic Fike, Josh Homme, Khruangbin, St. Vincent, and Idris Elba (only on the physical releases).",2021,2.83,"Indie Pop, Neo-Psychedelia, Art Pop
Neo-Soul, Indietronica","English","['Find My Way', 'The Kiss of Venus', 'Pretty Boys', 'Women and Wives (St. Vincent Remix)', 'Deep Down (Blood Orange Remix)', 'Seize the Day', ""Slidin' (EOB Remix)"", 'Long Tail Winter Bird (Damon Albarn Remix)', 'Lavatory Lil', 'When Winter Comes (Anderson .Paak Remix)', 'Deep Deep Feeling (3D RDN Remix)']","['#c1bbad', '#888576', '#92928a', '#5c564a']","#1,566 for 2021",400,37.1818181818182,62,22,35,11
1859,74,312,"Different Kinds of Light","Jade Bird","2021-08-13","The second full-length release for the British singer-songwriter was produced by Dave Cobb.",2021,3.12,"Indie Rock, Singer-Songwriter
Alt-Country, Indie Pop","English","['Dkol', 'Open Up the Heavens', 'Honeymoon', 'Punchline', 'Different Kinds of Light', 'Trick Mirror', ""I'm Getting Lost"", 'Houdini', '1994', 'Now Is the Time', 'Candidate', 'Red White and Blue', 'Rely On', 'Prototype', 'Headstart']","['#f47a25', '#bb410e', '#973f0d', '#f9a821']","#1,908 for 2021",167,25.8666666666667,48,16,21,15
1860,74,313,"Echo","Indigo Sparke","2021-02-19","The debut full-length release for the Australian singer-songwriter was co-produced with Adrianne Lenker.",2021,3.18,"Contemporary Folk, Singer-Songwriter","English","['Colour Blind', 'Undone', 'Bad Dreams', 'Carnival', 'Dog Bark Echo', 'Golden Age', 'Wolf', 'Baby', 'Everything Everything']","['#b7ab98', '#ad8b66', '#bfb7a4', '#78684e']","#980 for 2021",396,22.1111111111111,40,15,18,9
1861,74,314,"Home","Rhye","2021-01-22","The fourth full-length release for the Michael Milosh project features the Danish National Girls' Choir and was mixed by mixed by Alan Moulder.",2021,2.98,"Sophisti-Pop
Smooth Soul, Synth Funk","English","['Intro', 'Come in Closer', 'Beautiful', 'Safeword', 'Hold You Down', 'Need a Lover', 'Helpless', 'Black Rain', 'Sweetest Revenge', 'My Heart Bleeds', 'Fire', 'Holy', 'Outro']","['#8b7d94', '#c08887', '#c5a7b3', '#616e9a', '#c8a49c']","#1,322 for 2021",690,39.6923076923077,55,30,37,13
1862,74,315,"Never the Right Time","Andy Stott","2021-04-16","The latest full-length release for the Manchester-based electronic producer features guest vocals from Alison Skidmore.",2021,3.25,"UK Bass
Ambient, Dubstep, Post-Industrial, Ambient Pop, Ethereal Wave","English","['Away Not Gone', 'Never the Right Time', 'Repetitive Strain', ""Don't Know How"", 'When It Hits', 'The Beginning', 'Answers', 'Dove Stone', 'Hard to Tell']","['#7a7a7a', '#cccccc']","#795 for 2021",1734,23.1111111111111,30,18,22,9
1863,74,316,"Body/Dilloway/Head","Body/Head","2021-11-19","This three-track release is the debut collaboration between Body/Head (Kim Gordon and Bill Nace) and Aaron Dilloway.",2021,3.19,"Tape Music, Noise, Experimental
Electroacoustic, Dark Ambient","","['Body/Erase', ""Goin' Down"", 'Secret Cuts']","['#c6c7c8', '#b7baaf', '#7a7e6d', '#676e5e']","#1,729 for 2021",165,1.33333333333333,2,1,1,3
1864,74,317,"Nowhere Generation","Rise Against","2021-06-04","The ninth full-length studio release for the Chicago punk band features production from Bill Stevenson, Jason Livermore, Andrew Berlin, and Chris Beeble.",2021,3.22,"Melodic Hardcore, Punk Rock
Alternative Rock","English","['The Numbers', 'Sudden Urge', 'Nowhere Generation', 'Talking to Ourselves', 'Broken Dreams, Inc.', 'Forfeit', 'Monarch', 'Sounds Like', 'Sooner or Later', 'Middle of a Dream', 'Rules of Play']","['#7f8082', '#a1a3a2', '#b0b1b3', '#979998', '#a2a7a3', '#828483']","#861 for 2021",598,45.7272727272727,51,40,47,11
1865,73,318,"Believer","Smerz","2021-02-26","This is the debut full-length release for the Norwegian duo of Henriette Motzfeldt and Catharina Stoltenberg.",2021,3.16,"Art Pop, Electronic
UK Bass, Modern Classical, Alternative R&B, Experimental Hip Hop, Post-Industrial","English, Norwegian","['Gitarriff', 'Max', 'Believer', 'Versace Strings', 'Rain', '4 temaer', 'Hester', 'Flashing', 'The Favourite', 'Rap Interlude', 'Sonette', 'Glassbord', 'Grand Piano', 'Missy', ""I Don't Talk About That Much"", 'Hva hvis']","['#838184', '#b19f9b', '#a68c8b', '#bebdc5']","#970 for 2021",825,15,37,10,13,17
1866,73,319,"Texis","Sleigh Bells","2021-09-10","This is the sixth full-length release for the New York-based duo of Alexis Krauss and Derek Miller.",2021,3.38,"Electropop, Noise Pop
Industrial Rock, Bubblegum Bass, Electro-Industrial","English","['Sweet75', 'An Acre Lost', ""I'm Not Down"", 'Locust Laced', 'Knowing', 'Justine Go Genesis', 'Tennessee Tips', 'Rosary', 'Red Flag Flies', 'True Seekers', 'Hummingbird Bomb']","['#7f7f7f', '#c2c2c2', '#696a6c', '#545456', '#afafaf', '#9e9e9e', '#7c7c7c']","#469 for 2021",1336,27.8181818181818,39,21,26,11
1867,73,320,"Somewhere","Sun June","2021-02-05","The second full-length release for the Austin-based indie pop band was produced by Danny Reisch.",2021,3.16,"Indie Pop
Dream Pop, Slowcore","English","['Bad With Time', 'Everything I Had', 'Singing', 'Bad Girl', 'Karen O', 'Everywhere', 'Once in a While', 'Finding Out', 'Seasons', 'Real Thing', 'Colors']","['#cbcbcb', '#bdd1b6', '#577e83', '#b5b9a0']","#1,478 for 2021",211,24.9090909090909,51,15,19,11
1868,73,321,"Today We're the Greatest","Middle Kids","2021-03-19","The second full-length release for the Australian trio was recorded in Los Angeles with producer Lars Stalfors.",2021,3.23,"Indie Rock
Pop Rock, Indie Folk, Twee Pop","English","['Bad Neighbours', 'Cellophane (Brain)', 'R U 4 Me?', 'Questions', 'Lost in Los Angeles', 'Golden Star', 'Summer Hill', 'Some People Stay in Our Hearts Forever', 'Run With You', ""I Don't Care"", 'Stacking Chairs', ""Today We're the Greatest""]","['#8f908b', '#c5cac3', '#c0bec8', '#a87971']","#968 for 2021",261,22,37,16,18.5,12
1869,73,322,"Dancing with the Devil... The Art of Starting Over","Demi Lovato","2021-04-02","The seventh full-length release for the actress/pop singer-songwriter features guest appearances from Noah Cyrus, Sam Fischer, Ariana Grande, and Saweetie.",2021,2.68,"Pop
Contemporary R&B, Adult Contemporary, Pop Soul, Pop Rock","English","['Prelude', 'Anyone', 'Dancing With the Devil', ""ICU (Madison's Lullaby)"", 'The Art of Starting Over', 'Intro', 'The Art of Starting Over', 'Lonely People', ""The Way You Don't Look at Me"", 'Melon Cake', 'Met Him Last Night', 'What Other People Say', 'Carefully', 'The Kind of Lover I Am', 'Easy', '15 Minutes', 'My Girlfriends Are My Boyfriend', 'California Sober', 'Mad World', 'Butterfly', 'Good Place']","['#646f2a', '#9d4007', '#81827a', '#a38e4d', '#d9761b', '#b3bd7e', '#e98b41', '#be8e5e', '#f7bda7']","#1,848 for 2021",642,39.7894736842105,60,1,41,19
1870,73,323,"Greenfields: The Gibb Brothers Songbook, Vol. 1","Barry Gibb","2021-01-08","The latest full-length release for the Bee Gees singer and songwriter features guest appearances from Jay Buchanan, Brandi Carlile, Sheryl Crow, Tommy Emmanuel, Jason Isbell, Alison Krauss, Miranda Lambert, Little Big Town, Olivia Newton-John, Dolly Parton, David Rawlings, Keith Urban and Gillian Welch.",2021,2.84,"Adult Contemporary, Country Pop","English","[""I've Gotta Get a Message to You"", 'Words of a Fool', 'Run to Me', 'Too Much Heaven', 'Lonely Days', 'Words', ""Jive Talkin'"", 'How Deep Is Your Love', 'How Can You Mend a Broken Heart', 'To Love Somebody', 'Rest Your Love on Me', 'Butterfly']","['#80837a', '#96967a', '#cf7237', '#dea65c', '#634104', '#f19f3b', '#bb692f', '#997962', '#57574b']","",90,42.0833333333333,51,30,43,12
1871,73,324,"Fighting Demons","Juice WRLD","2021-12-10","The second posthumous release for the rapper Juice WRLD features guest appearances from Justin Bieber, Polo G, Suga of BTS, and Trippie Redd.",2021,2.14,"Emo Rap, Trap, Pop Rap
Cloud Rap, Alternative R&B","English, Korean","['Burn', 'Already Dead', 'You Wouldn’t Understand', 'Wandered to LA', 'Eminem Speaks', 'Rockstar in His Prime', 'Doom', 'Go Hard', 'Juice Speaks', 'Not Enough', 'Feline', 'Relocate', 'Juice Speaks 2', 'Until The Plug Comes Back Around', 'From My Window', 'Girl Of My Dreams', 'Feel Alone', 'My Life In A Nutshell']","['#8d989a', '#7a7d7c', '#5c6262', '#b5c4c9', '#c2c2c0', '#9a9693', '#a09f9c', '#9f9d9e', '#a9a8a4']","",1204,66.4,78,53,67,20
1872,72,325,"9","Pond","2021-10-01","The latest full-length release for the Australian psychedelic rock band was self-produced.",2021,3.29,"Neo-Psychedelia, Psychedelic Pop
Alternative Dance, Synthpop","English","['Song for Agnes', 'Human Touch', 'America’s Cup', 'Take Me Avalon I’m Young', 'Pink Lunettes', 'Czech Locomotive', 'Rambo', 'Gold Cup / Plastic Sole', 'Toast']","['#919390', '#b2b4b3', '#777a7f', '#a7abae']","#687 for 2021",853,32.4444444444444,46,25,32,9
1873,72,326,"A Billion Little Lights","Wild Pink","2021-02-19","The third full-length release for the indie rock band led by John Ross was produced by David Greenbaum.",2021,3.15,"Indie Rock
Alt-Country, Indie Folk, Dream Pop, Heartland Rock","English","['The Wind Was Like a Train', 'Bigger Than Christmas', 'The Shining but Tropical', 'Amalfi', 'Oversharers Anonymous', 'You Can Have It Back', 'Family Friends', 'Track Mud', 'Pacific City', 'Die Outside']","['#bdbbb4', '#725f4e', '#aa9f8b', '#8e8568', '#b39d6c']","#1,016 for 2021",435,24.7,44,18,21.5,10
1874,72,327,"New Fragility","Clap Your Hands Say Yeah","2021-02-12","The sixth full-length studio release for the Alec Ounsworth indie rock project was mixed by John Agnello.",2021,3.02,"Indie Pop
Indie Rock, Heartland Rock, Indie Folk, Singer-Songwriter","English","['Hesitating Nation', 'Thousand Oaks', 'Dee, Forgiven', 'New Fragility', 'Innocent Weight', 'Mirror Song', 'CYHSY, 2005', 'Where They Perform Miracles', 'Went Looking for Trouble', 'If I Were More Like Jesus']","['#8b7e52', '#8eb0a2', '#7c8254', '#97b0b2', '#aac9c3']","#1,285 for 2021",306,20.8,35,11,19.5,10
1875,72,328,"Which Way to Happy","Penelope Isles","2021-11-05","The second full-length release for the British sibling duo of Jack and Lily Wolter was mixed by Dave Fridmann.",2021,3.17,"Dream Pop
Indie Rock","English","['Terrified', 'Rocking at the Bottom', 'Play It Cool', 'Iced Gems', 'Sailing Still', 'Miss Moon', 'Sudoku', 'Have You Heard', 'Pink Lemonade', '11 11', 'In a Cage']","['#2f5f76', '#a2917d', '#ecd4b8', '#916e4e']","",84,14.6363636363636,31,7,11,11
1876,72,329,"Optimist","FINNEAS","2021-10-15","This is the debut full-length release for the songwriter and producer who is best known for his work with his sister, Billie Eilish.",2021,2.49,"Alt-Pop, Singer-Songwriter","English","['A Concert Six Months From Now', 'The Kids Are All Dying', 'Happy Now?', 'Only a Lifetime', 'The 90s', 'Love is Pain', 'Peaches Etude', 'Hurt Locker', 'Medieval', 'Someone Else’s Star', 'Around My Neck', 'What They’ll Say About Us', 'How It Ends']","['#7b7a7f', '#beb6bf', '#8c8e9a', '#a3a0ac', '#857f8b', '#bdb5c2']","",430,52.1538461538462,64,44,52,13
1877,72,330,"Voyage","ABBA","2021-11-05","This is the first new studio release of new songs in 40 years for the Swedish pop quartet.",2021,2.81,"Europop, Adult Contemporary
Pop Rock, Baroque Pop","English","['I Still Have Faith in You', 'When You Danced With Me', 'Little Things', ""Don't Shut Me Down"", 'Just a Notion', 'I Can Be That Woman', 'Keep an Eye on Dan', 'Bumblebee', 'No Doubt About It', 'Ode to Freedom']","['#a49286', '#6d3b1a', '#8c8784', '#a96622']","#1,589 for 2021",1806,55.6,69,48,56,10
