"Metacritic_Score","Rank","Album_Name","Singer","Release_Date","Desciption","User_Score","Release_Year","id"
75,307,"One Hand on the Steering Wheel the Other Sewing a Garden","Ada Lea",2021-09-24,"Montreal is the theme of the second full-length release for the Canadian singer-songwriter.",NA,2021,"adalea2021oneden"
75,308,"Medicine at Midnight","Foo Fighters",2021-02-05,"The 10th full-length studio release for the alternative rock band led by Dave Grohl was produced with Greg Kurstin.",7.4,2021,"foofighters2021medght"
74,309,"The Future Bites","Steven Wilson",2021-01-29,"The sixth full-length studio release for the British artist was co-produced with with David Kosten.",6.5,2021,"stevenwilson2021thetes"
74,310,"Into the Blue","The Joy Formidable",2021-08-20,"The fifth full-length studio release for the Welsh alternative rock trio was recorded in Utah.",NA,2021,"thejoyformidable2021intlue"
74,311,"McCartney III Imagined","Paul McCartney",2021-04-16,"The 2020 solo release from the Beatles artist is remixed and covered by 3D RDN, Damon Albarn, Anderson .Paak, Beck, Blood Orange, Phoebe Bridgers, EOB, Dominic Fike, Josh Homme, Khruangbin, St. Vincent, and Idris Elba (only on the physical releases).",7.8,2021,"paulmccartney2021mccned"
74,312,"Different Kinds of Light","Jade Bird",2021-08-13,"The second full-length release for the British singer-songwriter was produced by Dave Cobb.",8,2021,"jadebird2021difght"
74,313,"Echo","Indigo Sparke",2021-02-19,"The debut full-length release for the Australian singer-songwriter was co-produced with Adrianne Lenker.",NA,2021,"indigosparke2021echcho"
74,314,"Home","Rhye",2021-01-22,"The fourth full-length release for the Michael Milosh project features the Danish National Girls' Choir and was mixed by mixed by Alan Moulder.",7.4,2021,"rhye2021homome"
74,315,"Never the Right Time","Andy Stott",2021-04-16,"The latest full-length release for the Manchester-based electronic producer features guest vocals from Alison Skidmore.",NA,2021,"andystott2021nevime"
74,316,"Body/Dilloway/Head","Body/Head",2021-11-19,"This three-track release is the debut collaboration between Body/Head (Kim Gordon and Bill Nace) and Aaron Dilloway.",NA,2021,"bodyhead2021bodead"
74,317,"Nowhere Generation","Rise Against",2021-06-04,"The ninth full-length studio release for the Chicago punk band features production from Bill Stevenson, Jason Livermore, Andrew Berlin, and Chris Beeble.",7.1,2021,"riseagainst2021nowion"
73,318,"Believer","Smerz",2021-02-26,"This is the debut full-length release for the Norwegian duo of Henriette Motzfeldt and Catharina Stoltenberg.",NA,2021,"smerz2021belver"
73,319,"Texis","Sleigh Bells",2021-09-10,"This is the sixth full-length release for the New York-based duo of Alexis Krauss and Derek Miller.",8.1,2021,"sleighbells2021texxis"
73,320,"Somewhere","Sun June",2021-02-05,"The second full-length release for the Austin-based indie pop band was produced by Danny Reisch.",NA,2021,"sunjune2021somere"
73,321,"Today We're the Greatest","Middle Kids",2021-03-19,"The second full-length release for the Australian trio was recorded in Los Angeles with producer Lars Stalfors.",7,2021,"middlekids2021todest"
73,322,"Dancing with the Devil... The Art of Starting Over","Demi Lovato",2021-04-02,"The seventh full-length release for the actress/pop singer-songwriter features guest appearances from Noah Cyrus, Sam Fischer, Ariana Grande, and Saweetie.",9,2021,"demilovato2021danver"
73,323,"Greenfields: The Gibb Brothers Songbook, Vol. 1","Barry Gibb",2021-01-08,"The latest full-length release for the Bee Gees singer and songwriter features guest appearances from Jay Buchanan, Brandi Carlile, Sheryl Crow, Tommy Emmanuel, Jason Isbell, Alison Krauss, Miranda Lambert, Little Big Town, Olivia Newton-John, Dolly Parton, David Rawlings, Keith Urban and Gillian Welch.",7.8,2021,"barrygibb2021greol1"
73,324,"Fighting Demons","Juice WRLD",2021-12-10,"The second posthumous release for the rapper Juice WRLD features guest appearances from Justin Bieber, Polo G, Suga of BTS, and Trippie Redd.",6.9,2021,"juicewrld2021figons"
72,325,"9","Pond",2021-10-01,"The latest full-length release for the Australian psychedelic rock band was self-produced.",8.7,2021,"pond202199"
72,326,"A Billion Little Lights","Wild Pink",2021-02-19,"The third full-length release for the indie rock band led by John Ross was produced by David Greenbaum.",8,2021,"wildpink2021abihts"
72,327,"New Fragility","Clap Your Hands Say Yeah",2021-02-12,"The sixth full-length studio release for the Alec Ounsworth indie rock project was mixed by John Agnello.",8.2,2021,"clapyourhandssayyeah2021newity"
72,328,"Which Way to Happy","Penelope Isles",2021-11-05,"The second full-length release for the British sibling duo of Jack and Lily Wolter was mixed by Dave Fridmann.",NA,2021,"penelopeisles2021whippy"
72,329,"Optimist","FINNEAS",2021-10-15,"This is the debut full-length release for the songwriter and producer who is best known for his work with his sister, Billie Eilish.",8.1,2021,"finneas2021optist"
72,330,"Voyage","ABBA",2021-11-05,"This is the first new studio release of new songs in 40 years for the Swedish pop quartet.",8.5,2021,"abba2021voyage"
72,331,"Detroit Stories","Alice Cooper",2021-02-26,"The latest full-length solo release for the shock rocker features a few songs from his 2019 EP Breadcrumbs, new covers and songs.",7.3,2021,"alicecooper2021deties"
72,332,"Poster Girl","Zara Larsson",2021-03-05,"The third full-length release for the Swedish pop artist features a guest appearance from Young Thug.",8.2,2021,"zaralarsson2021posirl"
72,333,"Exit Wounds","The Wallflowers",2021-07-09,"The first new full-length release in nine years for the Jakob Dylan-led rock project was produced by Butch Walker.",8.3,2021,"thewallflowers2021exinds"
71,334,"Get Up Sequences, Pt. 1","The Go! Team",2021-07-02,"The sixth full-length release for the British indie rock band features vocals from the Kansas City Girl Choir.",7.8,2021,"thegoteam2021getpt1"
71,335,"Exodus 1:7","DMX",2021-05-28,"The posthumous release for the rapper features guest appearances from Benny The Butcher, Bono, Conway The Machine, Cross, Denaun, Icepick, Infrared, Jay-Z, Brian King Joseph, Alicia Keys, Lil Wayne, Moneybagg Yo, Nas, Exodus Simmons, Snoop Dogg, Swizz Beatz, The LOX, Usher, and Westside Gunn.",7.1,2021,"dmx2021exos17"
71,336,"Is 4 Lovers","Death from Above",2021-03-26,"The fourth full-length studio release for the Canadian dance-punk duo was self-produced and recorded.",7.5,2021,"deathfromabove2021is4ers"
71,337,"Old Friends New Friends","Nils Frahm",2021-12-03,"The two-disc release from Nils Frahm features 23 solo piano compositions recorded between 2009 and 2021 that were not included on previous albums.",NA,2021,"nilsfrahm2021oldnds"
71,338,"Take the Sadness Out of Saturday Night","Bleachers",2021-07-30,"The third full-length studio release for the Jack Antonoff solo project features guest appearances from Lana Del Rey and Bruce Springsteen.",8.4,2021,"bleachers2021takght"
70,339,"Snoop Dogg Presents: The Algorithm","Snoop Dogg",2021-11-19,"The first release on the Def Jam label for rapper Snoop Dogg features guest appearances from such artists as Eric Bellinger, Benny The Butcher, Mary J. Blige, Blxst, Busta Rhymes, D Smoke, Dave East, Fabolous, Jadakiss, October London, Malaya, Method Man, Redman, Ty Dolla $ign, Usher, and Wiz Khalifa.",NA,2021,"snoopdogg2021snothm"
70,340,"A Beautiful Revolution, Vol. 2","Common",2021-09-10,"The 14th full-length studio release for the Chicago rapper features guest appearances from Black Thought, Brittany Howard, Marcus King, Seun Kuti, Jessica Care Moore, Morgan Parker, PJ, and Isaiah Sharkey.",8,2021,"common2021abeol2"
70,341,"This Is Really Going To Hurt","Flyte",2021-04-09,"The second full-length British indie trio was recorded in Los Angeles with Justin Raisen, Andrew Sarlo  and mixing engineer Ali Chant.",7.4,2021,"flyte2021thiurt"
70,342,"Love for Sale","Tony Bennett",2021-10-01,"Tony Bennett and Lady Gaga reunite for an album of Cole Porter songs accompanied by the Brian Newman Quintet with arrangements by Marion Evans & Jorge Callandrelli.",8.7,2021,"tonybennett2021lovale"
70,343,"You Hear Georgia","Blackberry Smoke",2021-05-28,"The seventh full-length studio release for the Atlanta rock band was produced by Dave Cobb and features guest appearances from Jamey Johnson and Warren Haynes.",NA,2021,"blackberrysmoke2021yougia"
70,344,"The Lockdown Sessions","Elton John",2021-10-22,"The latest full-length release for the pop singer-songwriter features both new originals and cover songs recorded remotely with such artists as 6LACK, Jimmie Allen, Glen Campbell, Brandi Carlile, Miley Cyrus, Gorillaz, SG Lewis, Lil Nas X, Dua Lipa, Nicki Minaj, Stevie Nicks, Charlie Puth, Rina Sawayama, Surfaces, Eddie Vedder, Stevie Wonder, Years & Years, and Young Thug.",4.1,2021,"eltonjohn2021theons"
70,345,"Sob Rock","John Mayer",2021-07-16,"The eighth full-length studio release for the pop singer-songwriter was co-produced with Don Was.",8.1,2021,"johnmayer2021sobock"
70,346,"Scaled and Icy","Twenty One Pilots",2021-05-21,"The sixth full-length studio release for the Ohio was produced and recorded remotely.",8.5,2021,"twentyonepilots2021scaicy"
70,347,"Rosegold","Ashley Monroe",2021-04-30,"The fifth full-length solo release for the Nashville singer-songwriter features contributions from Tyler Cain, Nathan Chapman, Jake Mitchell, Niko Moon, Mikey Reaves, Jordan Reynolds, and Ben West.",NA,2021,"ashleymonroe2021rosold"
69,348,"Collections from the Whiteout","Ben Howard",2021-03-26,"The fourth full-length studio release for the British singer-songwriter  was produced with The National's Aaron Dessner.",7.6,2021,"benhoward2021colout"
69,349,"The Waves Pt. 1","Kele",2021-05-28,"The latest full-length solo release for the Bloc Party frontman was self-produced.",NA,2021,"kele2021thept1"
69,350,"Dead Hand Control","Baio",2021-01-29,"The third full-length solo release for the Vampire Weekend bassist was recorded in London and Los Angeles.",NA,2021,"baio2021dearol"
69,351,"It Won't Always Be like This","Inhaler",2021-07-09,"The debut full-length release for the Irish indie rock band led by Elijah Hewson (the eldest son of U2's Bono) was produced by Anthony Genn.",8.4,2021,"inhaler2021itwhis"
69,352,"Uppers","TV Priest",2021-02-05,"The debut full-length release for the London-based post-punk quartet that includes Charlie Drinkwater, Alex Sprogis, Nic Smith, and Ed Kelland was self-produced.",NA,2021,"tvpriest2021uppers"
69,353,"When You See Yourself","Kings of Leon",2021-03-05,"The first full-length release since 2016's Walls for the Southern rock band was produced by Markus Dravs.",7.6,2021,"kingsofleon2021wheelf"
69,354,"Solar Power","Lorde",2021-08-20,"The New Zealand pop star's third studio album finds her working again with producer Jack Antonoff. For environmental reasons, she has opted against a physical CD release in favor of a digital download.",8.3,2021,"lorde2021solwer"
69,355,"Hideaway","Wavves",2021-07-16,"The seventh full-length studio release for the San Diego rock band led by Nathan Williams was produced by Dave Sitek.",NA,2021,"wavves2021hidway"
68,356,"Live Life Fast","Roddy Ricch",2021-12-17,"The latest full-length release for the Compton rapper features guest appearances from 21 Savage, Fivio Foreign, Jamie Foxx, Future, Gunna, Alex Isley, Kodak Black, Lil Baby, Takeoff, and Ty Dolla $ign,",5,2021,"roddyricch2021livast"
67,357,"Van Weezer","Weezer",2021-05-07,"The 15th full-length studio release for the alternative rock band finally arrives after being delayed by nearly a year.",7.1,2021,"weezer2021vanzer"
67,358,"Bodies","AFI",2021-06-11,"The 11th full-length studio release for the California rock quartet led by Davey Havok was produced by the band's guitarist, Jade Puget.",6.7,2021,"afi2021bodies"
67,359,"In Another World","Cheap Trick",2021-04-09,"The 20th full-length studio release for the rock band was produced with Julian Raymond.",7.6,2021,"cheaptrick2021inarld"
66,360,"Imposter","Dave Gahan & the Soulsavers",2021-11-12,"The third full-length release for the collaboration between Dave Gahan and Soulsavers is a rock covers.",7.5,2021,"davegahanthesoulsavers2021impter"
66,361,"Richer Than I Ever Been","Rick Ross",2021-12-10,"The latest full-length studio release for rapper Rick Ross features guest appearances from 21 Savage, Yungeen Ace, Benny The Butcher, Blxst, DreamDoll, Willie Falcon, Future, Wiz Khalifa, Major Nine, Jazmine Sullivan, The-Dream, and Wale.",7.5,2021,"rickross2021riceen"
66,362,"Pedestrian","Max Bloom",2021-06-18,"This is the second full-length solo release for the former Yuck frontman.",NA,2021,"maxbloom2021pedian"
66,363,"The Metallica Blacklist","Various Artists",2021-09-10,"Miley Cyrus, Ghost, Elton John, Juanes, My Morning Jacket, Royal Blood, Darius Rucker, Rina Sawayama, St. Vincent, Chris Stapleton, Corey Taylor, The Neptunes, Volbeat, and Weezer are some of the 53 artists covering songs from Metallica's Black Album.",5,2021,"variousartists2021theist"
65,364,"KEYS","Alicia Keys",2021-12-10,"Produced with Mike WiLL Made-It, the two-disc release from R&B artist Alicia Keys features piano-based originals and more upbeat versions with drums.",7.5,2021,"aliciakeys2021keyeys"
64,365,"Protest Songs 1924-2012","The Specials",2021-10-01,"The latest full-length release for the British trio of Terry Hall, Lynval Golding and Horace Panter features covers of 12 protest songs originally recorded by such artists as Leonard Cohen, Bob Marley, The Staple Singers, Talking Heads, and Frank Zappa.",NA,2021,"thespecials2021pro012"
64,366,"The Battle at Garden's Gate","Greta Van Fleet",2021-04-16,"The second full-length release for the Michigan rock band was recorded with producer Greg Kurstin.",8.1,2021,"gretavanfleet2021theate"
63,367,"Nobody Is Listening","ZAYN",2021-01-15,"The third full-length solo studio release for the ex-One Direction singer features guest appearances from Syd (of The Internet) and Deviln.",8.6,2021,"zayn2021nobing"
62,368,"Who Am I?","Pale Waves",2021-02-12,"The second full-length release for the British indie-pop band was recorded in Los Angeles with Rich Costey.",7.9,2021,"palewaves2021whoami"
62,369,"Life by Misadventure","Rag 'n' Bone Man",2021-05-07,"The second full-length release for the British singer-songwriter features a guest appearance from P!nk.",7.4,2021,"ragnboneman2021lifure"
62,370,"Justice","Justin Bieber",2021-03-19,"The sixth full-length release for the pop singer-songwriter features guest appearances from BEAM, benny blanco, Burna Boy, Chance The Rapper, Daniel Caesar, Giveon, Dominic Fike, Khalid, and The Kid LAROI.",7.3,2021,"justinbieber2021jusice"
61,371,"Big Mess","Danny Elfman",2021-06-11,"The second full-length solo release for the prolific film and television composer was written during the COVID-19 pandemic.",8,2021,"dannyelfman2021bigess"
60,372,"Certified Lover Boy","Drake",2021-09-03,"The sixth full-length studio release for the Canadian rapper features guest appearances from 21 Savage, Future, Giveon, JAY-Z, Kid Cudi, Lil Baby, Lil Durk, Lil Wayne, Project Pat, Rick Ross, Tems, Travis Scott, Ty Dolla $ign, and Young Thug.",3.5,2021,"drake2021cerboy"
60,373,"Thank You","Diana Ross",2021-11-05,"The first new full-length studio release in more than 20 years for the artist known as Queen of Motown was produced with Jack Antonoff.",8.4,2021,"dianaross2021thayou"
59,374,"Equals","Ed Sheeran",2021-10-29,"The fourth full-length release for the British singer-songwriter was influenced in part by his marriage, the birth of his daughter and the death of a friend.",5.7,2021,"edsheeran2021equals"
58,375,"KHALED KHALED","DJ Khaled",2021-04-30,"The 12th full-length studio release for the hip-hop artist features guest appearances 21 Savage, A Boogie Wit da Hoodie, Justin Bieber, Big Sean, Bounty Killer, Buju Banton, Capleton, Cardi B, DaBaby, Drake, James Fauntleroy, H.E.R., Jay-Z, Jeremih, Lil Baby, Lil Durk, Lil Wayne, Meek Mill, Megan Thee Stallion, Migos, Nas, Post Malone,, Puff Daddy, Roddy Ricch, Rick Ross, Bryson Tiller, and Justin Timberlake.",2.5,2021,"djkhaled2021khaled"
56,376,"Let the Bad Times Roll","The Offspring",2021-04-16,"The first full-length studio release since 2012 for the Southern California punk band led by Dexter Holland was produced by Bob Rock.",7.4,2021,"theoffspring2021letoll"
55,377,"Music of the Spheres","Coldplay",2021-10-15,"The latest full-length release for the British alternative rock band was produced by Max Martin and features guest appearances from  BTS, Jacob Collier, Selena Gomez, and We Are KING.",6.1,2021,"coldplay2021musres"
53,378,"Faith","Pop Smoke",2021-07-16,"The second posthumous release for the rapper features guest appearances from 21 Savage & 42 Dugg, Beam, Bizzy Banks, Chris Brown, Future, Kid Cudi, Kodak Black. Dua Lipa, Pharrell, Pusha T, Quavo, Rah Swish, Rick Ross, Takeoff, The-Dream, TRAVI, and Kanye West.",4.5,2021,"popsmoke2021faiith"
53,379,"Donda","Kanye West",2021-08-29,"The 10th full-length release for the rapper was originally announced to be released in July 2020.",6.5,2021,"kanyewest2021donnda"
52,380,"Latest Record Project, Vol. 1","Van Morrison",2021-05-07,"The 28-track release from Northern Irish singer-songwriter features songs about such topics as social media and the COVID-19 lockdown.",3.1,2021,"vanmorrison2021latol1"
48,381,"Jordi","Maroon 5",2021-06-11,"The seventh full-length release for the Los Angeles pop-rock band led by Adam Levine features guest appearances from Bantu, blackbear, H.E.R., Juice WRLD, Megan Thee Stallion, Stevie Nicks, Nipsey Hussle, and YG.",4.5,2021,"maroon52021jorrdi"
94,1,"Motomami","Rosalía",2022-03-18,"The third full-length release for Spanish singer-songwriter Rosalía features guest appearances from Tokischa and The Weeknd.",8.7,2022,"rosalía2022motami"
92,2,"Supernova","Nova Twins",2022-06-17,"The second full-length release for British rock duo Nova Twins was produced with Jim Abbiss.",6.3,2022,"novatwins2022supova"
92,3,"Ants From Up There","Black Country, New Road",2022-02-04,"The second full-length release for the British post-rock band Black Country, New Road is its last with frontman and co-founder Isaac Wood, who announced he was leaving the band in January 2022.",8.6,2022,"blackcountrynewroad2022antere"
91,4,"S.O.S.","SZA",2022-12-09,"The second full-length studio release for R&B artist SZA features guest appearances from Phoebe Bridgers, Ol' Dirty Bastard, Travis Scott, and Don Toliver.",8.7,2022,"sza2022sossos"
91,5,"Renaissance","Beyoncé",2022-07-29,"The first new studio album for Beyoncé since 2016's Lemonade features contributions from 070 Shake, A.G. Cook, Mike Dean, Drake, Jay-Z, Labrinth, Skrillex, Tems, The-Dream, and The Neptunes.",8.7,2022,"beyoncé2022rennce"
89,6,"I Love You Jennifer B","Jockstrap",2022-09-09,"The debut full-length release for London-based duo Jockstrap was created over three years.",7.8,2022,"jockstrap2022iloerb"
89,7,"Florist","Florist",2022-07-29,"The fourth full-length release for indie folk band Florist was created while staying in a rented Hudson Valley house in June 2019.",8.2,2022,"florist2022floist"
89,8,"Heart Under","Just Mustard",2022-05-27,"The second full-length release for the Irish rock quintet Just Mustard was self-produced and mixed by Audiobooks' David Wrench.",7.8,2022,"justmustard2022header"
89,9,"Natural Brown Prom Queen","Sudan Archives",2022-09-09,"Race, womanhood and relationships are some of themes on the second full-length release for Los Angeles-based violinist/singer Sudan Archives.",7.8,2022,"sudanarchives2022nateen"
89,10,"Feeding the Machine","Binker & Moses",2022-02-25,"The latest full-length release for British free jazz duo Binker & Moses was recorded by producer Hugh Padgham.",8,2022,"binkermoses2022feeine"
89,11,"Riderless Horse","Nina Nastasia",2022-07-22,"Produced with Steve Albini and Greg Norman, the seventh full-length release for singer-songwriter Nina Nastasia was influenced by her dysfunctional relationship with manager/partner Kennan Gudjonsson and his suicide in 2020.",7.1,2022,"ninanastasia2022ridrse"
88,12,"King's Disease III","Nas",2022-11-11,"The third King's Disease album from rapper Nas was produced by Hit-Boy.",8.6,2022,"nas2022kiniii"
88,13,"And in the Darkness, Hearts Aglow","Weyes Blood",2022-11-18,"The latest full-length release for Weyes Blood is the second album of a planned trilogy of albums that began with 2019's Titanic Rising.",8.6,2022,"weyesblood2022andlow"
88,14,"Big Time","Angel Olsen",2022-06-03,"The sixth full-length solo studio release for indie rock singer-songwriter Angel Olsen was co-produced with Jonathan Wilson.",7.8,2022,"angelolsen2022bigime"
88,15,"Dawn FM","The Weeknd",2022-01-07,"The sixth full-length studio release for The Weeknd features guest appearances from Jim Carrey, Lil Wayne, and Tyler, the Creator as well as contributions from Oscar Holter, Quincy Jones, Max Martin, and Oneohtrix Point Never.",8.9,2022,"theweeknd2022dawnfm"
88,16,"Dragon New Warm Mountain I Believe in You","Big Thief",2022-02-11,"The fifth full-length release for Brooklyn indie rock band Big Thief was recorded it was recorded in California, Colorado, upstate New York, and Tucson.",8.7,2022,"bigthief2022drayou"
88,17,"Colder Streams","The Sadies",2022-07-22,"The 11th full-length studio release for Canadian alt-country band The Sadies was produced by Arcade Fire's Richard Reed Parry and was the final album with guitarist Dallas Good, who passed away in February 2022.",NA,2022,"thesadies2022colams"
87,18,"YTILAER","Bill Callahan",2022-10-14,"The latest full-length solo release for singer-songwriter Bill Callahan includes contributions from Emmett Kelly, Matt Kinsey, Sarah Ann Phillips, and Jim White.",7.4,2022,"billcallahan2022ytiaer"
87,19,"In These Times","Makaya McCraven",2022-09-23,"The latest full-length release for Chicago-based jazz composer/producer Makaya McCraven features contributions from Marquis Hill, Jeff Parker, Junius Paul, Joel Ross, and Brandee Younger.",8,2022,"makayamccraven2022intmes"
87,20,"This Is a Photograph","Kevin Morby",2022-05-13,"The seventh full-length solo release for singer-songwriter Kevin Morby was produced by Sam Cohen and was inspired in part by old family photographs he looked at after his father had a heath scare.",8.3,2022,"kevinmorby2022thiaph"
87,21,"For You Who Are the Wronged","Kathryn Joseph",2022-04-22,"The third full-length solo release for Scottish singer-songwriter Kathryn Joseph was co-produced with Lomond Campbell.",NA,2022,"kathrynjoseph2022forged"
87,22,"Electricity","Ibibio Sound Machine",2022-03-25,"The fourth full-length release for Nigerian Afro-funk electronic band Ibibio Sound Machine was produced by Hot Chip.",8.3,2022,"ibibiosoundmachine2022eleity"
87,23,"Wet Leg","Wet Leg",2022-04-08,"The debut full-length release for the Isle Of Wight indie rock duo Wet Leg was produced and recorded by Dan Carey except for two tracks produced by Jon McMullen (""Chaise Longue"") and Josh Mobaraki (""Angelica"").",8.2,2022,"wetleg2022wetleg"
87,24,"Hugo","Loyle Carner",2022-10-21,"The third full-length release for British rapper Loyle Carner features guest appearances from John Agard, Athian Akec, Olivia Dean, Wesley Joseph, and JNR Williams.",8.6,2022,"loylecarner2022hugugo"
87,25,"LIFE ON EARTH","Hurray for the Riff Raff",2022-02-18,"The latest full-length release for Alynda Segarra's project Hurray For The Riff Raff was produced by Brad Cook.",8.6,2022,"hurrayfortheriffraff2022lifrth"
86,26,"Live at the El Mocambo","The Rolling Stones",2022-05-13,"The two-disc release from The Rolling Stones features the official recording of two secret 1977 shows at Toronto's 300-capacity The El Mocambo club, including the full set from the second show.",8.4,2022,"therollingstones2022livmbo"
86,27,"God Save the Animals","(Sandy) Alex G",2022-09-23,"After several years of going by the name (Sandy) Alex G, the Philadelphia-based artist returns to his original stage name Alex G for his ninth full-length studio release.",8.3,2022,"sandyalexg2022godals"
86,28,"Diaspora Problems","Soul Glo",2022-03-25,"The fourth full-length release for Philadelphia hardcore band Soul Glo features guest appearances BEARCAT, McKinley Dixon, Kathryn Edwards, Lojii, Mother Maryrose and Zula Wildheart.",8.1,2022,"soulglo2022diaems"
86,29,"A Light for Attracting Attention","The Smile",2022-05-13,"The debut full-length release for Thom Yorke, Jonny Greenwood and Tom Skinner as The Smile was produced by Nigel Godrich.",8.6,2022,"thesmile2022aliion"
86,30,"Blue Rev","Alvvays",2022-10-07,"Produced by Shawn Everett, the third full-length release for Canadian indie pop band Alvvays was delayed by a number of issues including the theft of demos, a flood, COVID-19 lockdowns, and finding new band members.",8.6,2022,"alvvays2022blurev"
85,31,"Sick!","Earl Sweatshirt",2022-01-14,"The fourth full-length studio release for rapper Earl Sweatshirt features guest appearances from Armand Hammer and Zelooperz.",7.4,2022,"earlsweatshirt2022sicick"
85,32,"Lucifer on the Sofa","Spoon",2022-02-11,"The 10th full-length studio release for the Austin indie rock band Spoon was produced with Mark Rankin.",8.6,2022,"spoon2022lucofa"
85,33,"Weather Alive","Beth Orton",2022-09-23,"The first full-length release in six years for singer-songwriter Beth Orton was self-produced.",7.1,2022,"bethorton2022weaive"
85,34,"Mr. Morale & The Big Steppers","Kendrick Lamar",2022-05-13,"The fifth full-length studio release for rapper Kendrick Lamar features guest appearances from Baby Keem, Blxst, Sam Dew, Ghostface Killah, Beth Gibbons of Portishead, Kodak Black, Tanna Leone, Taylour Paige, Amanda Reifer, Sampha, and Summer Walker.",8.8,2022,"kendricklamar2022mrmers"
85,35,"The Overload","Yard Act",2022-01-21,"The debut full-length release for the British band Yard Act was recorded with Ali Chant.",7.7,2022,"yardact2022theoad"
85,36,"Un Verano Sin Ti","Bad Bunny",2022-05-06,"The surprise release from Latin artist Bad Bunny (who will also star in a Spiderman spin-off film in 2024) features guest appearances from Rauw Alejandro, Buscabulla, Chencho Corleone, Jhay Cortez, Tony Dize, Bomba Estéreo, and The Marías.",6.8,2022,"badbunny2022unvnti"
85,37,"Midnights","Taylor Swift",2022-10-21,"The 10th full-length studio release for singer-songwriter Tayor Swift features a guest appearance from Lana Del Rey and was produced with Jack Antonoff.",8.3,2022,"taylorswift2022midhts"
85,38,"Pompeii","Cate Le Bon",2022-02-04,"The sixth full-length release for Welsh singer-songwriter Cate Le Bon was co-produced with Samur Khouja.",8.3,2022,"catelebon2022pomeii"
85,39,"Heartmind","Cass McCombs",2022-08-19,"The 10th full-length release for singer-songwriter Cass McCombs features contributions from such artists as Charlie Burnham, the Chapin Sisters, Danielle Haim, Shahzad Ismaily, Wynonna Judd, Kassa Overall, Ariel Rechtshaid, and Buddy Ross.",4.9,2022,"cassmccombs2022heaind"
85,40,"Ultra Truth","Daniel Avery",2022-11-04,"The latest full-length release for British electronic producer Daniel Avery features guest appearances from HAAi, Jonnine, James Massiah, Kelly Lee Owens, AK Paul, and Sherelle.",NA,2022,"danielavery2022ultuth"
85,41,"Autofiction","Suede",2022-09-16,"The ninth full-length studio release for Britpop/alternative rock band Suede (aka The London Suede in the US) is said to be their ""punk record.""",8.2,2022,"suede2022aution"
85,42,"Melt My Eyez See Your Future","Denzel Curry",2022-03-25,"The latest full-length release for Florida rapper Denzel Curry features guest appearances from 454, 6LACK, Robert Glasper, Jasiah, JID, Buzzy Lee, Rico Nasty, Bridget Perez, Powers Pleasant, Karriem Riggins, slowthai, T-Pain, and Saul Williams.",8.6,2022,"denzelcurry2022melure"
85,43,"If My Wife New I'd Be Dead","CMAT",2022-03-04,"This is the debut full-length release for the Irish pop singer-songwriter Ciara Mary-Alice Thompson as CMAT.",8,2022,"cmat2022ifmead"
85,44,"Skinty Fia","Fontaines D.C.",2022-04-22,"The third full-length studio release for Irish post-punk band Fontaines D.C. was produced by Dan Carey and features an accordion on one track.",7.4,2022,"fontainesdc2022skifia"
85,45,"Classic Objects","Jenny Hval",2022-03-11,"The latest full-length release for Oslo-based singer-songwriter Jenny Hval features songs about places she has been as well as imagined places.",8.1,2022,"jennyhval2022clacts"
85,46,"The Spur","Joan Shelley",2022-06-24,"The latest full-length release for Kentucky singer-songwriter Joan Shelley was co-produced with James Elkington and features contributions from Meg Baird, Bill Callahan, Max Porter, and Nathan Salsburg.",5,2022,"joanshelley2022thepur"
85,47,"Stumpwork","Dry Cleaning",2022-10-21,"The second full-length release for London-based post-punk band Dry Cleaning was produced by John Parish.",8,2022,"drycleaning2022stuork"
85,48,"I Dont Know Who Needs to Hear This...","Tomberlin",2022-04-29,"The second full-length release for singer-songwriter Sarah Beth Tomberlin was recorded over two weeks in Brooklyn with producer and engineer Phil Weinrobe.",NA,2022,"tomberlin2022idohis"
85,49,"Bob Vylan Presents the Price of Life","Bob Vylan",2022-04-22,"The latest full-length release for London-based duo Bob Vylan was self-produced, mixed and recorded with contributions from Laurent 'Lags' Barnard of Gallows, Bobby Bentham of Strange Bones, Josh and Jon Skints of The Skints.",NA,2022,"bobvylan2022bobife"
85,50,"Topical Dancer","Charlotte Adigéry",2022-03-04,"The debut full-length release for Belgian electro-pop duo Charlotte Adigéry and Bolis Pupul was co-produced by Soulwax.",8.8,2022,"charlotteadigéry2022topcer"
85,51,"Glitch Princess","yeule",2022-02-04,"The second full-length release for London-based artist yeule features a collaboration with Danny L Harle.",7.5,2022,"yeule2022gliess"
85,52,"Fossora","Björk",2022-09-30,"The 10th full-length studio release for Icelandic artist Björk features guest appearances from Ísadóra Bjarkardóttir Barney, Sindri Eldon, Kasimyn, and Serpentwithfeet.",8.5,2022,"björk2022fosora"
85,53,"Lucky Me","Phoebe Green",2022-08-19,"The debut full-length release for British pop artist Phoebe Green was produced by Kaines & Tom A.D.",7.8,2022,"phoebegreen2022lucyme"
84,54,"Dance Fever","Florence + the Machine",2022-05-13,"The fifth full-length studio release for British indie rock band Florence + The Machine features production with Jack Antonoff and Glass Animals' Dave Bayley.",8.7,2022,"florencethemachine2022danver"
