"Metacritic_Score","Album_Name","Singer","Release_Date","Desciption","User_Score","Release_Year"
73,"Dancing with the Devil... The Art of Starting Over","Demi Lovato",2021-04-02,"The seventh full-length release for the actress/pop singer-songwriter features guest appearances from Noah Cyrus, Sam Fischer, Ariana Grande, and Saweetie.",9,2021
73,"Greenfields: The Gibb Brothers Songbook, Vol. 1","Barry Gibb",2021-01-08,"The latest full-length release for the Bee Gees singer and songwriter features guest appearances from Jay Buchanan, Brandi Carlile, Sheryl Crow, Tommy Emmanuel, Jason Isbell, Alison Krauss, Miranda Lambert, Little Big Town, Olivia Newton-John, Dolly Parton, David Rawlings, Keith Urban and Gillian Welch.",7.8,2021
73,"Fighting Demons","Juice WRLD",2021-12-10,"The second posthumous release for the rapper Juice WRLD features guest appearances from Justin Bieber, Polo G, Suga of BTS, and Trippie Redd.",6.9,2021
72,"9","Pond",2021-10-01,"The latest full-length release for the Australian psychedelic rock band was self-produced.",8.7,2021
72,"A Billion Little Lights","Wild Pink",2021-02-19,"The third full-length release for the indie rock band led by John Ross was produced by David Greenbaum.",8,2021
72,"New Fragility","Clap Your Hands Say Yeah",2021-02-12,"The sixth full-length studio release for the Alec Ounsworth indie rock project was mixed by John Agnello.",8.2,2021
72,"Which Way to Happy","Penelope Isles",2021-11-05,"The second full-length release for the British sibling duo of Jack and Lily Wolter was mixed by Dave Fridmann.",NA,2021
72,"Optimist","FINNEAS",2021-10-15,"This is the debut full-length release for the songwriter and producer who is best known for his work with his sister, Billie Eilish.",8.1,2021
72,"Voyage","ABBA",2021-11-05,"This is the first new studio release of new songs in 40 years for the Swedish pop quartet.",8.5,2021
72,"Detroit Stories","Alice Cooper",2021-02-26,"The latest full-length solo release for the shock rocker features a few songs from his 2019 EP Breadcrumbs, new covers and songs.",7.3,2021
72,"Poster Girl","Zara Larsson",2021-03-05,"The third full-length release for the Swedish pop artist features a guest appearance from Young Thug.",8.2,2021
72,"Exit Wounds","The Wallflowers",2021-07-09,"The first new full-length release in nine years for the Jakob Dylan-led rock project was produced by Butch Walker.",8.3,2021
71,"Get Up Sequences, Pt. 1","The Go! Team",2021-07-02,"The sixth full-length release for the British indie rock band features vocals from the Kansas City Girl Choir.",7.8,2021
71,"Exodus 1:7","DMX",2021-05-28,"The posthumous release for the rapper features guest appearances from Benny The Butcher, Bono, Conway The Machine, Cross, Denaun, Icepick, Infrared, Jay-Z, Brian King Joseph, Alicia Keys, Lil Wayne, Moneybagg Yo, Nas, Exodus Simmons, Snoop Dogg, Swizz Beatz, The LOX, Usher, and Westside Gunn.",7.1,2021
71,"Is 4 Lovers","Death from Above",2021-03-26,"The fourth full-length studio release for the Canadian dance-punk duo was self-produced and recorded.",7.5,2021
71,"Old Friends New Friends","Nils Frahm",2021-12-03,"The two-disc release from Nils Frahm features 23 solo piano compositions recorded between 2009 and 2021 that were not included on previous albums.",NA,2021
71,"Take the Sadness Out of Saturday Night","Bleachers",2021-07-30,"The third full-length studio release for the Jack Antonoff solo project features guest appearances from Lana Del Rey and Bruce Springsteen.",8.4,2021
70,"Snoop Dogg Presents: The Algorithm","Snoop Dogg",2021-11-19,"The first release on the Def Jam label for rapper Snoop Dogg features guest appearances from such artists as Eric Bellinger, Benny The Butcher, Mary J. Blige, Blxst, Busta Rhymes, D Smoke, Dave East, Fabolous, Jadakiss, October London, Malaya, Method Man, Redman, Ty Dolla $ign, Usher, and Wiz Khalifa.",NA,2021
70,"A Beautiful Revolution, Vol. 2","Common",2021-09-10,"The 14th full-length studio release for the Chicago rapper features guest appearances from Black Thought, Brittany Howard, Marcus King, Seun Kuti, Jessica Care Moore, Morgan Parker, PJ, and Isaiah Sharkey.",8,2021
70,"This Is Really Going To Hurt","Flyte",2021-04-09,"The second full-length British indie trio was recorded in Los Angeles with Justin Raisen, Andrew Sarlo  and mixing engineer Ali Chant.",7.4,2021
70,"Love for Sale","Tony Bennett",2021-10-01,"Tony Bennett and Lady Gaga reunite for an album of Cole Porter songs accompanied by the Brian Newman Quintet with arrangements by Marion Evans & Jorge Callandrelli.",8.7,2021
70,"You Hear Georgia","Blackberry Smoke",2021-05-28,"The seventh full-length studio release for the Atlanta rock band was produced by Dave Cobb and features guest appearances from Jamey Johnson and Warren Haynes.",NA,2021
70,"The Lockdown Sessions","Elton John",2021-10-22,"The latest full-length release for the pop singer-songwriter features both new originals and cover songs recorded remotely with such artists as 6LACK, Jimmie Allen, Glen Campbell, Brandi Carlile, Miley Cyrus, Gorillaz, SG Lewis, Lil Nas X, Dua Lipa, Nicki Minaj, Stevie Nicks, Charlie Puth, Rina Sawayama, Surfaces, Eddie Vedder, Stevie Wonder, Years & Years, and Young Thug.",4.1,2021
70,"Sob Rock","John Mayer",2021-07-16,"The eighth full-length studio release for the pop singer-songwriter was co-produced with Don Was.",8.1,2021
70,"Scaled and Icy","Twenty One Pilots",2021-05-21,"The sixth full-length studio release for the Ohio was produced and recorded remotely.",8.5,2021
70,"Rosegold","Ashley Monroe",2021-04-30,"The fifth full-length solo release for the Nashville singer-songwriter features contributions from Tyler Cain, Nathan Chapman, Jake Mitchell, Niko Moon, Mikey Reaves, Jordan Reynolds, and Ben West.",NA,2021
69,"Collections from the Whiteout","Ben Howard",2021-03-26,"The fourth full-length studio release for the British singer-songwriter  was produced with The National's Aaron Dessner.",7.6,2021
69,"The Waves Pt. 1","Kele",2021-05-28,"The latest full-length solo release for the Bloc Party frontman was self-produced.",NA,2021
69,"Dead Hand Control","Baio",2021-01-29,"The third full-length solo release for the Vampire Weekend bassist was recorded in London and Los Angeles.",NA,2021
69,"It Won't Always Be like This","Inhaler",2021-07-09,"The debut full-length release for the Irish indie rock band led by Elijah Hewson (the eldest son of U2's Bono) was produced by Anthony Genn.",8.4,2021
69,"Uppers","TV Priest",2021-02-05,"The debut full-length release for the London-based post-punk quartet that includes Charlie Drinkwater, Alex Sprogis, Nic Smith, and Ed Kelland was self-produced.",NA,2021
69,"When You See Yourself","Kings of Leon",2021-03-05,"The first full-length release since 2016's Walls for the Southern rock band was produced by Markus Dravs.",7.6,2021
69,"Solar Power","Lorde",2021-08-20,"The New Zealand pop star's third studio album finds her working again with producer Jack Antonoff. For environmental reasons, she has opted against a physical CD release in favor of a digital download.",8.3,2021
69,"Hideaway","Wavves",2021-07-16,"The seventh full-length studio release for the San Diego rock band led by Nathan Williams was produced by Dave Sitek.",NA,2021
68,"Live Life Fast","Roddy Ricch",2021-12-17,"The latest full-length release for the Compton rapper features guest appearances from 21 Savage, Fivio Foreign, Jamie Foxx, Future, Gunna, Alex Isley, Kodak Black, Lil Baby, Takeoff, and Ty Dolla $ign,",4.7,2021
67,"Van Weezer","Weezer",2021-05-07,"The 15th full-length studio release for the alternative rock band finally arrives after being delayed by nearly a year.",7.1,2021
67,"Bodies","AFI",2021-06-11,"The 11th full-length studio release for the California rock quartet led by Davey Havok was produced by the band's guitarist, Jade Puget.",6.7,2021
67,"In Another World","Cheap Trick",2021-04-09,"The 20th full-length studio release for the rock band was produced with Julian Raymond.",7.6,2021
66,"Imposter","Dave Gahan & the Soulsavers",2021-11-12,"The third full-length release for the collaboration between Dave Gahan and Soulsavers is a rock covers.",7.5,2021
66,"Richer Than I Ever Been","Rick Ross",2021-12-10,"The latest full-length studio release for rapper Rick Ross features guest appearances from 21 Savage, Yungeen Ace, Benny The Butcher, Blxst, DreamDoll, Willie Falcon, Future, Wiz Khalifa, Major Nine, Jazmine Sullivan, The-Dream, and Wale.",7.5,2021
66,"Pedestrian","Max Bloom",2021-06-18,"This is the second full-length solo release for the former Yuck frontman.",NA,2021
66,"The Metallica Blacklist","Various Artists",2021-09-10,"Miley Cyrus, Ghost, Elton John, Juanes, My Morning Jacket, Royal Blood, Darius Rucker, Rina Sawayama, St. Vincent, Chris Stapleton, Corey Taylor, The Neptunes, Volbeat, and Weezer are some of the 53 artists covering songs from Metallica's Black Album.",5,2021
65,"KEYS","Alicia Keys",2021-12-10,"Produced with Mike WiLL Made-It, the two-disc release from R&B artist Alicia Keys features piano-based originals and more upbeat versions with drums.",7.6,2021
64,"Protest Songs 1924-2012","The Specials",2021-10-01,"The latest full-length release for the British trio of Terry Hall, Lynval Golding and Horace Panter features covers of 12 protest songs originally recorded by such artists as Leonard Cohen, Bob Marley, The Staple Singers, Talking Heads, and Frank Zappa.",NA,2021
64,"The Battle at Garden's Gate","Greta Van Fleet",2021-04-16,"The second full-length release for the Michigan rock band was recorded with producer Greg Kurstin.",8.1,2021
63,"Nobody Is Listening","ZAYN",2021-01-15,"The third full-length solo studio release for the ex-One Direction singer features guest appearances from Syd (of The Internet) and Deviln.",8.6,2021
62,"Who Am I?","Pale Waves",2021-02-12,"The second full-length release for the British indie-pop band was recorded in Los Angeles with Rich Costey.",7.9,2021
62,"Life by Misadventure","Rag 'n' Bone Man",2021-05-07,"The second full-length release for the British singer-songwriter features a guest appearance from P!nk.",7.4,2021
62,"Justice","Justin Bieber",2021-03-19,"The sixth full-length release for the pop singer-songwriter features guest appearances from BEAM, benny blanco, Burna Boy, Chance The Rapper, Daniel Caesar, Giveon, Dominic Fike, Khalid, and The Kid LAROI.",7.3,2021
61,"Big Mess","Danny Elfman",2021-06-11,"The second full-length solo release for the prolific film and television composer was written during the COVID-19 pandemic.",8,2021
60,"Certified Lover Boy","Drake",2021-09-03,"The sixth full-length studio release for the Canadian rapper features guest appearances from 21 Savage, Future, Giveon, JAY-Z, Kid Cudi, Lil Baby, Lil Durk, Lil Wayne, Project Pat, Rick Ross, Tems, Travis Scott, Ty Dolla $ign, and Young Thug.",3.5,2021
60,"Thank You","Diana Ross",2021-11-05,"The first new full-length studio release in more than 20 years for the artist known as Queen of Motown was produced with Jack Antonoff.",8.4,2021
59,"Equals","Ed Sheeran",2021-10-29,"The fourth full-length release for the British singer-songwriter was influenced in part by his marriage, the birth of his daughter and the death of a friend.",5.7,2021
58,"KHALED KHALED","DJ Khaled",2021-04-30,"The 12th full-length studio release for the hip-hop artist features guest appearances 21 Savage, A Boogie Wit da Hoodie, Justin Bieber, Big Sean, Bounty Killer, Buju Banton, Capleton, Cardi B, DaBaby, Drake, James Fauntleroy, H.E.R., Jay-Z, Jeremih, Lil Baby, Lil Durk, Lil Wayne, Meek Mill, Megan Thee Stallion, Migos, Nas, Post Malone,, Puff Daddy, Roddy Ricch, Rick Ross, Bryson Tiller, and Justin Timberlake.",2.5,2021
56,"Let the Bad Times Roll","The Offspring",2021-04-16,"The first full-length studio release since 2012 for the Southern California punk band led by Dexter Holland was produced by Bob Rock.",7.4,2021
55,"Music of the Spheres","Coldplay",2021-10-15,"The latest full-length release for the British alternative rock band was produced by Max Martin and features guest appearances from  BTS, Jacob Collier, Selena Gomez, and We Are KING.",6.1,2021
53,"Faith","Pop Smoke",2021-07-16,"The second posthumous release for the rapper features guest appearances from 21 Savage & 42 Dugg, Beam, Bizzy Banks, Chris Brown, Future, Kid Cudi, Kodak Black. Dua Lipa, Pharrell, Pusha T, Quavo, Rah Swish, Rick Ross, Takeoff, The-Dream, TRAVI, and Kanye West.",4.5,2021
53,"Donda","Kanye West",2021-08-29,"The 10th full-length release for the rapper was originally announced to be released in July 2020.",6.5,2021
52,"Latest Record Project, Vol. 1","Van Morrison",2021-05-07,"The 28-track release from Northern Irish singer-songwriter features songs about such topics as social media and the COVID-19 lockdown.",3.1,2021
48,"Jordi","Maroon 5",2021-06-11,"The seventh full-length release for the Los Angeles pop-rock band led by Adam Levine features guest appearances from Bantu, blackbear, H.E.R., Juice WRLD, Megan Thee Stallion, Stevie Nicks, Nipsey Hussle, and YG.",4.5,2021
94,"Motomami","Rosalía",2022-03-18,"The third full-length release for Spanish singer-songwriter Rosalía features guest appearances from Tokischa and The Weeknd.",8.7,2022
94,"S.O.S.","SZA",2022-12-09,"The second full-length studio release for R&B artist SZA features guest appearances from Phoebe Bridgers, Ol' Dirty Bastard, Travis Scott, and Don Toliver.",8.4,2022
92,"Supernova","Nova Twins",2022-06-17,"The second full-length release for British rock duo Nova Twins was produced with Jim Abbiss.",6.3,2022
92,"Ants From Up There","Black Country, New Road",2022-02-04,"The second full-length release for the British post-rock band Black Country, New Road is its last with frontman and co-founder Isaac Wood, who announced he was leaving the band in January 2022.",8.6,2022
91,"Renaissance","Beyoncé",2022-07-29,"The first new studio album for Beyoncé since 2016's Lemonade features contributions from 070 Shake, A.G. Cook, Mike Dean, Drake, Jay-Z, Labrinth, Skrillex, Tems, The-Dream, and The Neptunes.",8.7,2022
89,"I Love You Jennifer B","Jockstrap",2022-09-09,"The debut full-length release for London-based duo Jockstrap was created over three years.",7.8,2022
89,"Florist","Florist",2022-07-29,"The fourth full-length release for indie folk band Florist was created while staying in a rented Hudson Valley house in June 2019.",8.2,2022
89,"Heart Under","Just Mustard",2022-05-27,"The second full-length release for the Irish rock quintet Just Mustard was self-produced and mixed by Audiobooks' David Wrench.",7.8,2022
89,"Natural Brown Prom Queen","Sudan Archives",2022-09-09,"Race, womanhood and relationships are some of themes on the second full-length release for Los Angeles-based violinist/singer Sudan Archives.",7.8,2022
89,"Feeding the Machine","Binker & Moses",2022-02-25,"The latest full-length release for British free jazz duo Binker & Moses was recorded by producer Hugh Padgham.",8,2022
89,"Riderless Horse","Nina Nastasia",2022-07-22,"Produced with Steve Albini and Greg Norman, the seventh full-length release for singer-songwriter Nina Nastasia was influenced by her dysfunctional relationship with manager/partner Kennan Gudjonsson and his suicide in 2020.",7.1,2022
88,"King's Disease III","Nas",2022-11-11,"The third King's Disease album from rapper Nas was produced by Hit-Boy.",8.7,2022
88,"And in the Darkness, Hearts Aglow","Weyes Blood",2022-11-18,"The latest full-length release for Weyes Blood is the second album of a planned trilogy of albums that began with 2019's Titanic Rising.",9.1,2022
88,"Big Time","Angel Olsen",2022-06-03,"The sixth full-length solo studio release for indie rock singer-songwriter Angel Olsen was co-produced with Jonathan Wilson.",7.8,2022
88,"Dawn FM","The Weeknd",2022-01-07,"The sixth full-length studio release for The Weeknd features guest appearances from Jim Carrey, Lil Wayne, and Tyler, the Creator as well as contributions from Oscar Holter, Quincy Jones, Max Martin, and Oneohtrix Point Never.",8.9,2022
88,"Dragon New Warm Mountain I Believe in You","Big Thief",2022-02-11,"The fifth full-length release for Brooklyn indie rock band Big Thief was recorded it was recorded in California, Colorado, upstate New York, and Tucson.",8.7,2022
88,"Colder Streams","The Sadies",2022-07-22,"The 11th full-length studio release for Canadian alt-country band The Sadies was produced by Arcade Fire's Richard Reed Parry and was the final album with guitarist Dallas Good, who passed away in February 2022.",NA,2022
87,"YTILAER","Bill Callahan",2022-10-14,"The latest full-length solo release for singer-songwriter Bill Callahan includes contributions from Emmett Kelly, Matt Kinsey, Sarah Ann Phillips, and Jim White.",7.4,2022
87,"In These Times","Makaya McCraven",2022-09-23,"The latest full-length release for Chicago-based jazz composer/producer Makaya McCraven features contributions from Marquis Hill, Jeff Parker, Junius Paul, Joel Ross, and Brandee Younger.",8,2022
87,"This Is a Photograph","Kevin Morby",2022-05-13,"The seventh full-length solo release for singer-songwriter Kevin Morby was produced by Sam Cohen and was inspired in part by old family photographs he looked at after his father had a heath scare.",8.3,2022
87,"For You Who Are the Wronged","Kathryn Joseph",2022-04-22,"The third full-length solo release for Scottish singer-songwriter Kathryn Joseph was co-produced with Lomond Campbell.",NA,2022
87,"Electricity","Ibibio Sound Machine",2022-03-25,"The fourth full-length release for Nigerian Afro-funk electronic band Ibibio Sound Machine was produced by Hot Chip.",8.3,2022
87,"Wet Leg","Wet Leg",2022-04-08,"The debut full-length release for the Isle Of Wight indie rock duo Wet Leg was produced and recorded by Dan Carey except for two tracks produced by Jon McMullen (""Chaise Longue"") and Josh Mobaraki (""Angelica"").",8.2,2022
87,"Hugo","Loyle Carner",2022-10-21,"The third full-length release for British rapper Loyle Carner features guest appearances from John Agard, Athian Akec, Olivia Dean, Wesley Joseph, and JNR Williams.",8.6,2022
87,"LIFE ON EARTH","Hurray for the Riff Raff",2022-02-18,"The latest full-length release for Alynda Segarra's project Hurray For The Riff Raff was produced by Brad Cook.",8.6,2022
86,"Live at the El Mocambo","The Rolling Stones",2022-05-13,"The two-disc release from The Rolling Stones features the official recording of two secret 1977 shows at Toronto's 300-capacity The El Mocambo club, including the full set from the second show.",8.4,2022
86,"God Save the Animals","(Sandy) Alex G",2022-09-23,"After several years of going by the name (Sandy) Alex G, the Philadelphia-based artist returns to his original stage name Alex G for his ninth full-length studio release.",8.3,2022
86,"Diaspora Problems","Soul Glo",2022-03-25,"The fourth full-length release for Philadelphia hardcore band Soul Glo features guest appearances BEARCAT, McKinley Dixon, Kathryn Edwards, Lojii, Mother Maryrose and Zula Wildheart.",8.1,2022
86,"A Light for Attracting Attention","The Smile",2022-05-13,"The debut full-length release for Thom Yorke, Jonny Greenwood and Tom Skinner as The Smile was produced by Nigel Godrich.",8.6,2022
86,"Blue Rev","Alvvays",2022-10-07,"Produced by Shawn Everett, the third full-length release for Canadian indie pop band Alvvays was delayed by a number of issues including the theft of demos, a flood, COVID-19 lockdowns, and finding new band members.",8.6,2022
85,"Sick!","Earl Sweatshirt",2022-01-14,"The fourth full-length studio release for rapper Earl Sweatshirt features guest appearances from Armand Hammer and Zelooperz.",7.4,2022
85,"Lucifer on the Sofa","Spoon",2022-02-11,"The 10th full-length studio release for the Austin indie rock band Spoon was produced with Mark Rankin.",8.6,2022
85,"Weather Alive","Beth Orton",2022-09-23,"The first full-length release in six years for singer-songwriter Beth Orton was self-produced.",7.1,2022
85,"Mr. Morale & The Big Steppers","Kendrick Lamar",2022-05-13,"The fifth full-length studio release for rapper Kendrick Lamar features guest appearances from Baby Keem, Blxst, Sam Dew, Ghostface Killah, Beth Gibbons of Portishead, Kodak Black, Tanna Leone, Taylour Paige, Amanda Reifer, Sampha, and Summer Walker.",8.8,2022
85,"The Overload","Yard Act",2022-01-21,"The debut full-length release for the British band Yard Act was recorded with Ali Chant.",7.7,2022
85,"Un Verano Sin Ti","Bad Bunny",2022-05-06,"The surprise release from Latin artist Bad Bunny (who will also star in a Spiderman spin-off film in 2024) features guest appearances from Rauw Alejandro, Buscabulla, Chencho Corleone, Jhay Cortez, Tony Dize, Bomba Estéreo, and The Marías.",6.8,2022
85,"Midnights","Taylor Swift",2022-10-21,"The 10th full-length studio release for singer-songwriter Tayor Swift features a guest appearance from Lana Del Rey and was produced with Jack Antonoff.",8.3,2022
85,"Pompeii","Cate Le Bon",2022-02-04,"The sixth full-length release for Welsh singer-songwriter Cate Le Bon was co-produced with Samur Khouja.",8.3,2022
85,"Heartmind","Cass McCombs",2022-08-19,"The 10th full-length release for singer-songwriter Cass McCombs features contributions from such artists as Charlie Burnham, the Chapin Sisters, Danielle Haim, Shahzad Ismaily, Wynonna Judd, Kassa Overall, Ariel Rechtshaid, and Buddy Ross.",4.9,2022
85,"Ultra Truth","Daniel Avery",2022-11-04,"The latest full-length release for British electronic producer Daniel Avery features guest appearances from HAAi, Jonnine, James Massiah, Kelly Lee Owens, AK Paul, and Sherelle.",NA,2022
85,"Autofiction","Suede",2022-09-16,"The ninth full-length studio release for Britpop/alternative rock band Suede (aka The London Suede in the US) is said to be their ""punk record.""",8.2,2022
85,"Melt My Eyez See Your Future","Denzel Curry",2022-03-25,"The latest full-length release for Florida rapper Denzel Curry features guest appearances from 454, 6LACK, Robert Glasper, Jasiah, JID, Buzzy Lee, Rico Nasty, Bridget Perez, Powers Pleasant, Karriem Riggins, slowthai, T-Pain, and Saul Williams.",8.6,2022
85,"If My Wife New I'd Be Dead","CMAT",2022-03-04,"This is the debut full-length release for the Irish pop singer-songwriter Ciara Mary-Alice Thompson as CMAT.",7.8,2022
85,"Skinty Fia","Fontaines D.C.",2022-04-22,"The third full-length studio release for Irish post-punk band Fontaines D.C. was produced by Dan Carey and features an accordion on one track.",7.4,2022
85,"Classic Objects","Jenny Hval",2022-03-11,"The latest full-length release for Oslo-based singer-songwriter Jenny Hval features songs about places she has been as well as imagined places.",8.1,2022
85,"The Spur","Joan Shelley",2022-06-24,"The latest full-length release for Kentucky singer-songwriter Joan Shelley was co-produced with James Elkington and features contributions from Meg Baird, Bill Callahan, Max Porter, and Nathan Salsburg.",5,2022
85,"Stumpwork","Dry Cleaning",2022-10-21,"The second full-length release for London-based post-punk band Dry Cleaning was produced by John Parish.",8,2022
85,"I Dont Know Who Needs to Hear This...","Tomberlin",2022-04-29,"The second full-length release for singer-songwriter Sarah Beth Tomberlin was recorded over two weeks in Brooklyn with producer and engineer Phil Weinrobe.",NA,2022
85,"Bob Vylan Presents the Price of Life","Bob Vylan",2022-04-22,"The latest full-length release for London-based duo Bob Vylan was self-produced, mixed and recorded with contributions from Laurent 'Lags' Barnard of Gallows, Bobby Bentham of Strange Bones, Josh and Jon Skints of The Skints.",NA,2022
85,"Topical Dancer","Charlotte Adigéry",2022-03-04,"The debut full-length release for Belgian electro-pop duo Charlotte Adigéry and Bolis Pupul was co-produced by Soulwax.",8.8,2022
85,"Glitch Princess","yeule",2022-02-04,"The second full-length release for London-based artist yeule features a collaboration with Danny L Harle.",7.5,2022
85,"Fossora","Björk",2022-09-30,"The 10th full-length studio release for Icelandic artist Björk features guest appearances from Ísadóra Bjarkardóttir Barney, Sindri Eldon, Kasimyn, and Serpentwithfeet.",8.5,2022
85,"Lucky Me","Phoebe Green",2022-08-19,"The debut full-length release for British pop artist Phoebe Green was produced by Kaines & Tom A.D.",7.8,2022
84,"Dance Fever","Florence + the Machine",2022-05-13,"The fifth full-length studio release for British indie rock band Florence + The Machine features production with Jack Antonoff and Glass Animals' Dave Bayley.",8.7,2022
84,"Is It Going to Get Any Deeper Than This?","The Soft Pink Truth",2022-10-21,"The latest full-length release for the solo electronic project of Matmos' Drew Daniel features contributions from such artists as John Berndt, Koye Berry, Andrew Bernstein, Brooks Kossover, Mark Lightcap, M.C. Schmidt, Flock Of Dimes/Wye Oak's Jenn Wasner, Jason Willett, and Nate Wooley.",7.5,2022
84,"Nymph","Shygirl",2022-09-30,"The debut full-length release for the London-based artist Shygirl features contributions from Arca, Bloodpop, Sega Bodega, Noah Goldstein, Danny L Harle, Mura Masa, and Caroline Polachek.",8,2022
84,"White Jesus Black Problems","Fantastic Negrito",2022-06-03,"The latest full length release for Grammy-winning blues artist Fantastic Negrito was based on learning his ancestors: an indentured servant from Scotland and an African American slave had a common law marriage in 1750s Virginia.",5,2022
84,"Impera","Ghost",2022-03-11,"The fifth full-length studio release for the Swedish rock band Ghost was produced by Klas Ahlund.",8.7,2022
84,"How Is It That I Should Look at the Stars","The Weather Station",2022-03-04,"The sixth full-length release for Canadian band The Weather Station was written at the same time as 2021's Ignorance.",7.3,2022
84,"Midnight Rocker","Horace Andy",2022-04-08,"The latest full-length release for reggae artist Horace Andy was produced by Adrian Sherwood.",NA,2022
84,"Once Twice Melody","Beach House",2022-02-18,"The latest full-length release for Baltimore duo Beach House was self-produced and features a live string ensemble.",8.7,2022
84,"Blue Skies","Dehd",2022-05-27,"The fourth full-length release for the Chicago indie rock trio Dehd was produced by the band's singer/guitarist Jason Balla and mixed by Craig Silvey.",6.7,2022
84,"Tresor","Gwenno",2022-07-01,"The third full-length solo release for Gwenno features nine tracks in the Cornish language and one in Welsh.",NA,2022
84,"You Belong There","Daniel Rossen",2022-04-08,"The debut full-length solo release for Grizzly Bear's Daniel Rossen was self-produced and recorded at his home studio in New Mexico.",7.6,2022
84,"The Line Is a Curve","Kae Tempest",2022-04-08,"The latest full-length release for London-based poet/musician Kae Tempest features guest appearances from Brockhampton's Kevin Abstract, Fontaines D.C.'s Grian Chatten, Confucius MC, and Lianne La Havas.",8,2022
84,"Sometimes, Forever","Soccer Mommy",2022-06-24,"The third full-length studio release for indie rock artist Soccer Mommy was produced by Oneohtrix Point Never's Daniel Lopatin.",6.8,2022
84,"Limbs","Keeley Forsyth",2022-02-25,"The second full-length release for British singer-songwriter Keeley Forsyth was produced with Ross Downes.",NA,2022
84,"Anaïs Mitchell","Anaïs Mitchell",2022-01-28,"The latest full-length release from singer-songwriter Anaïs Mitchell features contributions from Thomas Bartlett, JT Bates, Aaron Dessner, Josh Kaufman, Michael Lewis, and Nico Muhly.",8.1,2022
84,"PRE PLEASURE","Julia Jacklin",2022-08-26,"The third full-length release for Australian singer-songwriter Julia Jacklin was co-produced with Marcus Paquin.",8.2,2022
84,"Frank","Fly Anakin",2022-03-11,"The debut full-length studio release for rapper Fly Anakin features guest appearances from Big Kahuna OG Henny L.O., Billz Egypt, Nickelus F, and Pink Siifu.",NA,2022
84,"Two Sisters","Sarah Davachi",2022-09-09,"The latest full-length release for Canadian experimental composer Sarah Davachi features contributions from Mattie Barbier, Mira Benjamin, Dorothy Berry, Bridget Carey, Johnny Chang, Judith Hamann, Jessika Kenney, Rebecca Lane, Anton Lukoszevieze, Gordon MacKay, Andrew McIntosh, and Tiffany Ng.",NA,2022
84,"Hold the Girl","Rina Sawayama",2022-09-16,"The second full-length studio release for Rina Sawayama features production from Marcus Andersson, Clarence Clarity, Paul Epworth, and Stuart Price.",8.8,2022
84,"Alpha Zulu","Phoenix",2022-11-04,"The seventh full-length studio release for French indie pop band Phoenix was recorded at The Louvre and features a guest appearance from Ezra Koenig.",8.6,2022
84,"Endure","Special Interest",2022-11-04,"The third full-length studio release for New Orleans collective Special Interest features a guest appearance from Mykki Blanco.",NA,2022
84,"Where I'm Meant to Be","Ezra Collective",2022-11-04,"The second full-length release for British jazz quartet Ezra Collective features guest appearances from Nao, Kojey Radical, Sampa The Great, and  Emeli Sandé.",NA,2022
84,"Les Racines","Vieux Farka Touré",2022-06-10,"The latest full-length solo release for Malian singer and guitarist Vieux Farka Touré was produced with Eric Herman.",8.3,2022
83,"The Tipping Point","Tears for Fears",2022-02-25,"British pop-rock duo Tears For Fears worked with Charlton Pettus, Florian Reutter and Sacha Skarbek on its first full-length studio release in 17 years.",8.5,2022
83,"Everything Was Beautiful","Spiritualized",2022-04-22,"The ninth full-length studio release for J Spaceman's space rock band Spiritualized was recorded at 11 different studios.",6.3,2022
83,"The Bible","Lambchop",2022-09-30,"The latest full-length release for the Kurt Wagner-led band Lambchop was produced by Ryan Olson and Andrew Broder.",NA,2022
83,"The Unraveling of Puptheband","PUP",2022-04-01,"The fourth full-length release for Toronto punk band PUP was produced with Peter Katis.",8.1,2022
83,"Cruel Country","Wilco",2022-05-27,"The 12th full-length studio release for the Chicago indie rock band Wilco was recorded live at their loft with little overdubs.",8.2,2022
83,"Harry's House","Harry Styles",2022-05-20,"The third full-length solo release for Harry Styles was recorded in Los Angeles, Tokyo and the United Kingdom.",8.4,2022
83,"El Mirador","Calexico",2022-04-08,"The 10th full-length studio release for Arizona duo Calexico was recorded at Sergio Mendoza's home studio and features vocals from Gaby Moreno and Jairo Zavala.",NA,2022
83,"Carry Me Home","Mavis Staples",2022-05-20,"The collaboration between Mavis Staples and Levon Helm was recording at his Woodstock studios during the summer of 2011.",NA,2022
83,"Comradely Objects","Horse Lords",2022-11-04,"The latest full-length release for Baltimore experimental rock band Horse Lords is its first on the RVNG Intl. label.",NA,2022
83,"Palomino","Miranda Lambert",2022-04-29,"The latest full-length release for country singer-songwriter Miranda Lambert features a guest appearance from The B-52's.",6.3,2022
83,"Whatever the Weather","Whatever the Weather",2022-04-08,"The debut full-length release for Whatever the Weather, the side project for London-based electronic producer Loraine James features more ambient sounds.",NA,2022
83,"Take It Like a Man","Amanda Shires",2022-07-29,"The seventh full-length solo release for singer-songwriter Amanda Shires was produced by Lawrence Rothman.",8.5,2022
83,"It's Almost Dry","Pusha T",2022-04-22,"The fourth full-length studio release for rapper Push T features guest appearances from Jay-Z, Kid Cudi, Labrinth, Lil Uzi Vert, Malice, Don Toliver, Pharrell Williams, and Ye.",8.5,2022
